FID	IID	family
SH13388	SH13388	GS2-010
SH13389	SH13389	GS2-010
SH13390	SH13390	GS2-010
SH13391	SH13391	GS2-009
SH13392	SH13392	GS2-010
SH13393	SH13393	GS2-010
SH13395	SH13395	GS2-010
SH13396	SH13396	GS2-010
SH13397	SH13397	GS2-010
SH13398	SH13398	GS2-010
SH13399	SH13399	GS2-010
SH13401	SH13401	GS2-010
SH13403	SH13403	GS2-010
SH13404	SH13404	GS2-010
SH13405	SH13405	GS2-010
SH13406	SH13406	GS2-010
SH13407	SH13407	GS2-010
SH13408	SH13408	GS2-010
SH13409	SH13409	GS2-010
SH13410	SH13410	GS2-010
SH13413	SH13413	GS2-010
SH13414	SH13414	GS2-010
SH13415	SH13415	GS2-010
SH13416	SH13416	GS2-010
SH13417	SH13417	GS2-010
SH13418	SH13418	GS2-010
SH13420	SH13420	GS2-010
SH13421	SH13421	GS2-010
SH13422	SH13422	GS2-010
SH13423	SH13423	GS2-010
SH13424	SH13424	GS2-010
SH13425	SH13425	GS2-010
SH13426	SH13426	GS2-010
SH13427	SH13427	GS2-010
SH13428	SH13428	GS2-010
SH13429	SH13429	GS2-010
SH13431	SH13431	GS2-010
SH13432	SH13432	GS2-010
SH13434	SH13434	GS2-010
SH13435	SH13435	GS2-010
SH13436	SH13436	GS2-010
SH13437	SH13437	GS2-010
SH13438	SH13438	GS2-010
SH13439	SH13439	GS2-010
SH13441	SH13441	GS2-010
SH13442	SH13442	GS2-010
SH13443	SH13443	GS2-010
SH13444	SH13444	GS2-010
SH13445	SH13445	GS2-010
SH13446	SH13446	GS2-010
SH13447	SH13447	GS2-010
SH13449	SH13449	GS2-010
SH13450	SH13450	GS2-010
SH13451	SH13451	GS2-010
SH13452	SH13452	GS2-010
SH13453	SH13453	GS2-010
SH13454	SH13454	GS2-010
SH13455	SH13455	GS2-010
SH13456	SH13456	GS2-010
SH13457	SH13457	GS2-010
SH13459	SH13459	GS2-010
SH13460	SH13460	GS2-010
SH13461	SH13461	GS2-010
SH13462	SH13462	GS2-010
SH13463	SH13463	GS2-010
SH13464	SH13464	GS2-017
SH13465	SH13465	GS2-010
SH13466	SH13466	GS2-010
SH13467	SH13467	GS2-010
SH13469	SH13469	GS2-010
SH13470	SH13470	GS2-010
SH13471	SH13471	GS2-010
SH13473	SH13473	GS2-010
SH13474	SH13474	GS2-010
SH13475	SH13475	GS2-010
SH13476	SH13476	GS2-010
SH13477	SH13477	GS2-010
SH13480	SH13480	GS2-010
SH13481	SH13481	GS2-010
SH13482	SH13482	GS2-010
SH13483	SH13483	GS2-010
SH13484	SH13484	GS2-011
SH13487	SH13487	GS2-011
SH13488	SH13488	GS2-011
SH13489	SH13489	GS2-011
SH13490	SH13490	GS2-011
SH13492	SH13492	GS2-011
SH13493	SH13493	GS2-011
SH13494	SH13494	GS2-011
SH13496	SH13496	GS2-011
SH13497	SH13497	GS2-011
SH13498	SH13498	GS2-011
SH13499	SH13499	GS2-011
SH13500	SH13500	GS2-011
SH13503	SH13503	GS2-011
SH13504	SH13504	GS2-011
SH13505	SH13505	GS2-011
SH13506	SH13506	GS2-011
SH13507	SH13507	GS2-011
SH13509	SH13509	GS2-011
SH13511	SH13511	GS2-011
SH13512	SH13512	GS2-011
SH13522	SH13522	GS2-011
SH13526	SH13526	GS2-011
SH13529	SH13529	GS2-011
SH13532	SH13532	GS2-011
SH13534	SH13534	GS2-011
SH13536	SH13536	GS2-011
SH13537	SH13537	GS2-011
SH13539	SH13539	GS2-011
SH13540	SH13540	GS2-011
SH13543	SH13543	GS2-011
SH13546	SH13546	GS2-011
SH13547	SH13547	GS2-011
SH13550	SH13550	GS2-011
SH13552	SH13552	GS2-011
SH13554	SH13554	GS2-011
SH13558	SH13558	GS2-011
SH13562	SH13562	GS2-011
SH13564	SH13564	GS2-011
SH13565	SH13565	GS2-011
SH13566	SH13566	GS2-011
SH13571	SH13571	GS2-011
SH13577	SH13577	GS2-011
SH13582	SH13582	GS2-011
SH13584	SH13584	GS2-011
SH13588	SH13588	GS2-011
SH13589	SH13589	GS2-011
SH13593	SH13593	GS2-011
SH13595	SH13595	GS2-011
SH13596	SH13596	GS2-011
SH13598	SH13598	GS2-011
SH13599	SH13599	GS2-011
SH13600	SH13600	GS2-011
SH13601	SH13601	GS2-011
SH13602	SH13602	GS2-011
SH13603	SH13603	GS2-011
SH13605	SH13605	GS2-011
SH13607	SH13607	GS2-011
SH13608	SH13608	GS2-011
SH13609	SH13609	GS2-011
SH13610	SH13610	GS2-011
SH13611	SH13611	GS2-011
SH13612	SH13612	GS2-011
SH13613	SH13613	GS2-011
SH13615	SH13615	GS2-011
SH13616	SH13616	GS2-011
SH13619	SH13619	GS2-011
SH13620	SH13620	GS2-011
SH13621	SH13621	GS2-011
SH13622	SH13622	GS2-011
SH13624	SH13624	GS2-011
SH13625	SH13625	GS2-011
SH13626	SH13626	GS2-011
SH13627	SH13627	GS2-011
SH13628	SH13628	GS2-011
SH13633	SH13633	GS2-011
SH13635	SH13635	GS2-011
SH13636	SH13636	GS2-011
SH13637	SH13637	GS2-011
SH13639	SH13639	GS2-011
SH13640	SH13640	GS2-011
SH13647	SH13647	GS2-011
SH13648	SH13648	GS2-011
SH13649	SH13649	GS2-011
SH13651	SH13651	GS2-011
SH13652	SH13652	GS2-011
SH13653	SH13653	GS2-011
SH13662	SH13662	GS2-011
SH13663	SH13663	GS2-011
SH13665	SH13665	GS2-011
SH13669	SH13669	GS2-011
SH13673	SH13673	GS2-011
SH13674	SH13674	GS2-011
SH13675	SH13675	GS2-011
SH13678	SH13678	GS2-011
SH13679	SH13679	GS2-011
SH13683	SH13683	GS2-011
SH13684	SH13684	GS2-012
SH13689	SH13689	GS2-012
SH13691	SH13691	GS2-012
SH13695	SH13695	GS2-012
SH13697	SH13697	GS2-012
SH13698	SH13698	GS2-012
SH13702	SH13702	GS2-012
SH13713	SH13713	GS2-012
SH13714	SH13714	GS2-012
SH13715	SH13715	GS2-012
SH13716	SH13716	GS2-012
SH13717	SH13717	GS2-012
SH13718	SH13718	GS2-012
SH13720	SH13720	GS2-012
SH13725	SH13725	GS2-012
SH13726	SH13726	GS2-012
SH13730	SH13730	GS2-012
SH13731	SH13731	GS2-012
SH13732	SH13732	GS2-012
SH13737	SH13737	GS2-012
SH13741	SH13741	GS2-012
SH13742	SH13742	GS2-012
SH13743	SH13743	GS2-012
SH13746	SH13746	GS2-012
SH13747	SH13747	GS2-012
SH13748	SH13748	GS2-012
SH13749	SH13749	GS2-012
SH13750	SH13750	GS2-012
SH13751	SH13751	GS2-012
SH13753	SH13753	GS2-012
SH13759	SH13759	GS2-012
SH13762	SH13762	GS2-012
SH13764	SH13764	GS2-012
SH13768	SH13768	GS2-012
SH13769	SH13769	GS2-012
SH13772	SH13772	GS2-012
SH13774	SH13774	GS2-012
SH13776	SH13776	GS2-012
SH13777	SH13777	GS2-012
SH13778	SH13778	GS2-012
SH13779	SH13779	GS2-012
SH13780	SH13780	GS2-012
SH13782	SH13782	GS2-012
SH13784	SH13784	GS2-012
SH13785	SH13785	GS2-012
SH13786	SH13786	GS2-012
SH13787	SH13787	GS2-012
SH13790	SH13790	GS2-012
SH13794	SH13794	GS2-012
SH13796	SH13796	GS2-012
SH13797	SH13797	GS2-012
SH13798	SH13798	GS2-012
SH13799	SH13799	GS2-012
SH13801	SH13801	GS2-012
SH13802	SH13802	GS2-012
SH13805	SH13805	GS2-012
SH13811	SH13811	GS2-012
SH13812	SH13812	GS2-012
SH13814	SH13814	GS2-012
SH13818	SH13818	GS2-012
SH13819	SH13819	GS2-012
SH13820	SH13820	GS2-012
SH13821	SH13821	GS2-022
SH13822	SH13822	GS2-012
SH13823	SH13823	GS2-012
SH13824	SH13824	GS2-012
SH13825	SH13825	GS2-012
SH13827	SH13827	GS2-012
SH13828	SH13828	GS2-012
SH13830	SH13830	GS2-012
SH13831	SH13831	GS2-012
SH13832	SH13832	GS2-012
SH13833	SH13833	GS2-012
SH13835	SH13835	GS2-012
SH13840	SH13840	GS2-012
SH13841	SH13841	GS2-012
SH13844	SH13844	GS2-012
SH13845	SH13845	GS2-012
SH13846	SH13846	GS2-012
SH13848	SH13848	GS2-012
SH13850	SH13850	GS2-012
SH13851	SH13851	GS2-012
SH13852	SH13852	GS2-012
SH13863	SH13863	GS2-012
SH13865	SH13865	GS2-012
SH13868	SH13868	GS2-012
SH13870	SH13870	GS2-022
SH13874	SH13874	GS2-012
SH13875	SH13875	GS2-012
SH13876	SH13876	GS2-012
SH13879	SH13879	GS2-012
SH13881	SH13881	GS2-012
SH13882	SH13882	GS2-012
SH13884	SH13884	GS2-012
SH13887	SH13887	GS2-012
SH13888	SH13888	GS2-012
SH13889	SH13889	GS2-012
SH13891	SH13891	GS2-012
SH13892	SH13892	GS2-013
SH13895	SH13895	GS2-013
SH13899	SH13899	GS2-013
SH13903	SH13903	GS2-013
SH13907	SH13907	GS2-013
SH13908	SH13908	GS2-013
SH13909	SH13909	GS2-013
SH13910	SH13910	GS2-013
SH13911	SH13911	GS2-013
SH13912	SH13912	GS2-013
SH13918	SH13918	GS2-013
SH13919	SH13919	GS2-013
SH13921	SH13921	GS2-013
SH13922	SH13922	GS2-013
SH13926	SH13926	GS2-013
SH13927	SH13927	GS2-013
SH13928	SH13928	GS2-013
SH13929	SH13929	GS2-013
SH13930	SH13930	GS2-013
SH13931	SH13931	GS2-013
SH13932	SH13932	GS2-013
SH13933	SH13933	GS2-013
SH13934	SH13934	GS2-013
SH13938	SH13938	GS2-013
SH13939	SH13939	GS2-013
SH13940	SH13940	GS2-013
SH13941	SH13941	GS2-013
SH13942	SH13942	GS2-013
SH13943	SH13943	GS2-013
SH13944	SH13944	GS2-013
SH13948	SH13948	GS2-013
SH13949	SH13949	GS2-013
SH13951	SH13951	GS2-013
SH13952	SH13952	GS2-013
SH13955	SH13955	GS2-013
SH13958	SH13958	GS2-013
SH13959	SH13959	GS2-013
SH13962	SH13962	GS2-013
SH13963	SH13963	GS2-013
SH13964	SH13964	GS2-013
SH13965	SH13965	GS2-013
SH13966	SH13966	GS2-013
SH13967	SH13967	GS2-013
SH13968	SH13968	GS2-013
SH13969	SH13969	GS2-013
SH13970	SH13970	GS2-013
SH13972	SH13972	GS2-013
SH13973	SH13973	GS2-013
SH13974	SH13974	GS2-013
SH13975	SH13975	GS2-013
SH13978	SH13978	GS2-013
SH13979	SH13979	GS2-013
SH13980	SH13980	GS2-013
SH13981	SH13981	GS2-013
SH13982	SH13982	GS2-013
SH13983	SH13983	GS2-013
SH13985	SH13985	GS2-013
SH13986	SH13986	GS2-013
SH13988	SH13988	GS2-013
SH13990	SH13990	GS2-013
SH13992	SH13992	GS2-013
SH13993	SH13993	GS2-013
SH13995	SH13995	GS2-013
SH13996	SH13996	GS2-013
SH13997	SH13997	GS2-013
SH13998	SH13998	GS2-013
SH13999	SH13999	GS2-013
SH14001	SH14001	GS2-013
SH14002	SH14002	GS2-013
SH14003	SH14003	GS2-013
SH14004	SH14004	GS2-013
SH14006	SH14006	GS2-013
SH14007	SH14007	GS2-013
SH14008	SH14008	GS2-013
SH14009	SH14009	GS2-013
SH14010	SH14010	GS2-013
SH14011	SH14011	GS2-013
SH14012	SH14012	GS2-013
SH14013	SH14013	GS2-013
SH14014	SH14014	GS2-013
SH14015	SH14015	GS2-013
SH14017	SH14017	GS2-013
SH14018	SH14018	GS2-013
SH14019	SH14019	GS2-013
SH14020	SH14020	GS2-013
SH14021	SH14021	GS2-013
SH14022	SH14022	GS2-013
SH14023	SH14023	GS2-013
SH14024	SH14024	GS2-013
SH14025	SH14025	GS2-013
SH14026	SH14026	GS2-013
SH14027	SH14027	GS2-013
SH14028	SH14028	GS2-013
SH14029	SH14029	GS2-013
SH14030	SH14030	GS2-013
SH14031	SH14031	GS2-013
SH14032	SH14032	GS2-013
SH14033	SH14033	GS2-013
SH14034	SH14034	GS2-013
SH14036	SH14036	GS2-013
SH14040	SH14040	GS2-013
SH14041	SH14041	GS2-013
SH14042	SH14042	GS2-013
SH14043	SH14043	GS2-013
SH14044	SH14044	GS2-013
SH14046	SH14046	GS2-013
SH14047	SH14047	GS2-013
SH14048	SH14048	GS2-013
SH14049	SH14049	GS2-013
SH14050	SH14050	GS2-013
SH14052	SH14052	GS2-013
SH14053	SH14053	GS2-013
SH14054	SH14054	GS2-013
SH14055	SH14055	GS2-013
SH14056	SH14056	GS2-013
SH14057	SH14057	GS2-013
SH14058	SH14058	GS2-013
SH14060	SH14060	GS2-013
SH14062	SH14062	GS2-013
SH14063	SH14063	GS2-013
SH14064	SH14064	GS2-013
SH14065	SH14065	GS2-013
SH14066	SH14066	GS2-013
SH14067	SH14067	GS2-013
SH14068	SH14068	GS2-013
SH14069	SH14069	GS2-013
SH14070	SH14070	GS2-013
SH14073	SH14073	GS2-013
SH14074	SH14074	GS2-013
SH14075	SH14075	GS2-013
SH14076	SH14076	GS2-013
SH14078	SH14078	GS2-013
SH14079	SH14079	GS2-013
SH14080	SH14080	GS2-013
SH14081	SH14081	GS2-013
SH14082	SH14082	GS2-013
SH14083	SH14083	GS2-013
SH14084	SH14084	GS2-013
SH14086	SH14086	GS2-013
SH14091	SH14091	GS2-022
SH14092	SH14092	GS2-022
SH14093	SH14093	GS2-022
SH14094	SH14094	GS2-022
SH14095	SH14095	GS2-022
SH14098	SH14098	GS2-022
SH14099	SH14099	GS2-022
SH14100	SH14100	GS2-022
SH14101	SH14101	GS2-022
SH14102	SH14102	GS2-022
SH14103	SH14103	GS2-014
SH14105	SH14105	GS2-022
SH14106	SH14106	GS2-022
SH14107	SH14107	GS2-022
SH14108	SH14108	GS2-022
SH14109	SH14109	GS2-022
SH14110	SH14110	GS2-022
SH14111	SH14111	GS2-022
SH14112	SH14112	GS2-022
SH14114	SH14114	GS2-022
SH14115	SH14115	GS2-022
SH14116	SH14116	GS2-022
SH14117	SH14117	GS2-022
SH14118	SH14118	GS2-022
SH14119	SH14119	GS2-022
SH14120	SH14120	GS2-022
SH14121	SH14121	GS2-022
SH14122	SH14122	GS2-022
SH14123	SH14123	GS2-022
SH14126	SH14126	GS2-022
SH14127	SH14127	GS2-022
SH14129	SH14129	GS2-022
SH14130	SH14130	GS2-022
SH14133	SH14133	GS2-022
SH14134	SH14134	GS2-022
SH14135	SH14135	GS2-022
SH14136	SH14136	GS2-022
SH14137	SH14137	GS2-022
SH14138	SH14138	GS2-022
SH14139	SH14139	GS2-022
SH14140	SH14140	GS2-022
SH14142	SH14142	GS2-022
SH14143	SH14143	GS2-022
SH14144	SH14144	GS2-022
SH14145	SH14145	GS2-022
SH14146	SH14146	GS2-022
SH14147	SH14147	GS2-022
SH14148	SH14148	GS2-022
SH14149	SH14149	GS2-022
SH14150	SH14150	GS2-022
SH14151	SH14151	GS2-022
SH14152	SH14152	GS2-022
SH14153	SH14153	GS2-022
SH14154	SH14154	GS2-022
SH14156	SH14156	GS2-022
SH14157	SH14157	GS2-022
SH14158	SH14158	GS2-022
SH14159	SH14159	GS2-022
SH14160	SH14160	GS2-022
SH14161	SH14161	GS2-022
SH14163	SH14163	GS2-022
SH14164	SH14164	GS2-022
SH14166	SH14166	GS2-022
SH14167	SH14167	GS2-022
SH14168	SH14168	GS2-022
SH14169	SH14169	GS2-022
SH14171	SH14171	GS2-022
SH14172	SH14172	GS2-022
SH14173	SH14173	GS2-022
SH14174	SH14174	GS2-022
SH14175	SH14175	GS2-022
SH14176	SH14176	GS2-022
SH14179	SH14179	GS2-022
SH14180	SH14180	GS2-022
SH14181	SH14181	GS2-022
SH14183	SH14183	GS2-022
SH14184	SH14184	GS2-022
SH14185	SH14185	GS2-022
SH14186	SH14186	GS2-022
SH14187	SH14187	GS2-022
SH14188	SH14188	GS2-022
SH14189	SH14189	GS2-022
SH14190	SH14190	GS2-022
SH14191	SH14191	GS2-022
SH14192	SH14192	GS2-022
SH14193	SH14193	GS2-022
SH14194	SH14194	GS2-022
SH14195	SH14195	GS2-022
SH14196	SH14196	GS2-022
SH14197	SH14197	GS2-022
SH14199	SH14199	GS2-022
SH14200	SH14200	GS2-022
SH14201	SH14201	GS2-022
SH14202	SH14202	GS2-022
SH14203	SH14203	GS2-022
SH14204	SH14204	GS2-022
SH14205	SH14205	GS2-022
SH14207	SH14207	GS2-022
SH14208	SH14208	GS2-022
SH14209	SH14209	GS2-022
SH14210	SH14210	GS2-022
SH14211	SH14211	GS2-022
SH14212	SH14212	GS2-022
SH14213	SH14213	GS2-022
SH14214	SH14214	GS2-022
SH14215	SH14215	GS2-022
SH14216	SH14216	GS2-022
SH14217	SH14217	GS2-022
SH14218	SH14218	GS2-022
SH14219	SH14219	GS2-022
SH14220	SH14220	GS2-022
SH14221	SH14221	GS2-022
SH14222	SH14222	GS2-022
SH14224	SH14224	GS2-022
SH14226	SH14226	GS2-022
SH14227	SH14227	GS2-022
SH14228	SH14228	GS2-022
SH14230	SH14230	GS2-022
SH14232	SH14232	GS2-022
SH14233	SH14233	GS2-022
SH14234	SH14234	GS2-022
SH14235	SH14235	GS2-022
SH14236	SH14236	GS2-022
SH14237	SH14237	GS2-022
SH14238	SH14238	GS2-022
SH14239	SH14239	GS2-022
SH14240	SH14240	GS2-022
SH14241	SH14241	GS2-022
SH14242	SH14242	GS2-022
SH14243	SH14243	GS2-022
SH14245	SH14245	GS2-022
SH14246	SH14246	GS2-022
SH14247	SH14247	GS2-022
SH14248	SH14248	GS2-022
SH14249	SH14249	GS2-022
SH14250	SH14250	GS2-022
SH14252	SH14252	GS2-022
SH14253	SH14253	GS2-022
SH14254	SH14254	GS2-022
SH14255	SH14255	GS2-022
SH14256	SH14256	GS2-022
SH14258	SH14258	GS2-022
SH14259	SH14259	GS2-022
SH14260	SH14260	GS2-022
SH14261	SH14261	GS2-022
SH14264	SH14264	GS2-022
SH14265	SH14265	GS2-022
SH14267	SH14267	GS2-022
SH14269	SH14269	GS2-022
SH14270	SH14270	GS2-022
SH14271	SH14271	GS2-022
SH14272	SH14272	GS2-022
SH14273	SH14273	GS2-022
SH14274	SH14274	GS2-022
SH14276	SH14276	GS2-022
SH14277	SH14277	GS2-022
SH14281	SH14281	GS2-015-3
SH14282	SH14282	GS2-015-3
SH14283	SH14283	GS2-015-3
SH14284	SH14284	GS2-015-3
SH14285	SH14285	GS2-015-3
SH14287	SH14287	GS2-015-3
SH14288	SH14288	GS2-015-3
SH14289	SH14289	GS2-015-3
SH14290	SH14290	GS2-015-3
SH14291	SH14291	GS2-015-3
SH14292	SH14292	GS2-015-3
SH14293	SH14293	GS2-015-3
SH14294	SH14294	GS2-015-3
SH14296	SH14296	GS2-015-3
SH14297	SH14297	GS2-015-3
SH14300	SH14300	GS2-015-3
SH14301	SH14301	GS2-015-3
SH14302	SH14302	GS2-015-3
SH14303	SH14303	GS2-015-3
SH14304	SH14304	GS2-015-3
SH14305	SH14305	GS2-015-3
SH14306	SH14306	GS2-015-3
SH14307	SH14307	GS2-015-3
SH14308	SH14308	GS2-015-3
SH14309	SH14309	GS2-015-3
SH14310	SH14310	GS2-015-3
SH14311	SH14311	GS2-015-3
SH14312	SH14312	GS2-015-3
SH14313	SH14313	GS2-015-3
SH14314	SH14314	GS2-015-3
SH14315	SH14315	GS2-015-3
SH14317	SH14317	GS2-015-3
SH14318	SH14318	GS2-015-3
SH14321	SH14321	GS2-015-3
SH14323	SH14323	GS2-015-3
SH14324	SH14324	GS2-015-3
SH14325	SH14325	GS2-015-3
SH14326	SH14326	GS2-015-3
SH14327	SH14327	GS2-015-3
SH14329	SH14329	GS2-015-3
SH14331	SH14331	GS2-015-3
SH14332	SH14332	GS2-015-3
SH14333	SH14333	GS2-015-3
SH14335	SH14335	GS2-015-3
SH14336	SH14336	GS2-015-3
SH14337	SH14337	GS2-015-3
SH14338	SH14338	GS2-015-3
SH14339	SH14339	GS2-015-3
SH14340	SH14340	GS2-015-3
SH14341	SH14341	GS2-015-3
SH14342	SH14342	GS2-015-3
SH14343	SH14343	GS2-015-3
SH14345	SH14345	GS2-015-3
SH14347	SH14347	GS2-015-3
SH14348	SH14348	GS2-015-3
SH14351	SH14351	GS2-015-3
SH14352	SH14352	GS2-015-3
SH14353	SH14353	GS2-015-3
SH14354	SH14354	GS2-015-3
SH14355	SH14355	GS2-015-3
SH14356	SH14356	GS2-015-3
SH14357	SH14357	GS2-015-3
SH14358	SH14358	GS2-015-3
SH14361	SH14361	GS2-015-3
SH14362	SH14362	GS2-015-3
SH14364	SH14364	GS2-015-3
SH14367	SH14367	GS2-015-3
SH14369	SH14369	GS2-015-3
SH14370	SH14370	GS2-015-3
SH14371	SH14371	GS2-015-3
SH14372	SH14372	GS2-015-3
SH14373	SH14373	GS2-015-3
SH14374	SH14374	GS2-015-3
SH14376	SH14376	GS2-015-3
SH14377	SH14377	GS2-015-3
SH14378	SH14378	GS2-015-3
SH14380	SH14380	GS2-015-3
SH14382	SH14382	GS1-075
SH14383	SH14383	GS2-015-3
SH14384	SH14384	GS2-015-3
SH14385	SH14385	GS2-015-3
SH14386	SH14386	GS2-015-3
SH14387	SH14387	GS2-015-3
SH14389	SH14389	GS2-015-3
SH14390	SH14390	GS2-015-3
SH14391	SH14391	GS2-015-3
SH14392	SH14392	GS2-015-3
SH14393	SH14393	GS2-015-3
SH14394	SH14394	GS2-015-3
SH14395	SH14395	GS2-015-3
SH14396	SH14396	GS2-015-3
SH14397	SH14397	GS2-015-3
SH14399	SH14399	GS2-015-3
SH14400	SH14400	GS2-015-3
SH14401	SH14401	GS2-015-3
SH14402	SH14402	GS2-015-3
SH14403	SH14403	GS2-015-3
SH14404	SH14404	GS2-015-3
SH14405	SH14405	GS2-015-3
SH14406	SH14406	GS2-015-3
SH14407	SH14407	GS2-015-3
SH14408	SH14408	GS2-015-3
SH14409	SH14409	GS2-015-3
SH14410	SH14410	GS2-015-3
SH14411	SH14411	GS2-015-3
SH14413	SH14413	GS2-015-3
SH14415	SH14415	GS2-015-3
SH14416	SH14416	GS2-015-3
SH14417	SH14417	GS2-015-3
SH14418	SH14418	GS2-015-3
SH14419	SH14419	GS2-015-3
SH14420	SH14420	GS2-015-3
SH14421	SH14421	GS2-015-3
SH14422	SH14422	GS2-015-3
SH14423	SH14423	GS2-015-3
SH14424	SH14424	GS2-015-3
SH14425	SH14425	GS2-015-3
SH14426	SH14426	GS2-015-3
SH14428	SH14428	GS2-015-3
SH14429	SH14429	GS2-015-3
SH14430	SH14430	GS2-015-3
SH14431	SH14431	GS2-015-3
SH14432	SH14432	GS2-015-3
SH14433	SH14433	GS2-015-3
SH14434	SH14434	GS2-015-3
SH14435	SH14435	GS2-015-3
SH14436	SH14436	GS2-015-3
SH14437	SH14437	GS2-015-3
SH14438	SH14438	GS2-015-3
SH14439	SH14439	GS2-015-3
SH14441	SH14441	GS2-015-3
SH14442	SH14442	GS2-015-3
SH14443	SH14443	GS2-015-3
SH14444	SH14444	GS2-015-3
SH14446	SH14446	GS2-015-3
SH14447	SH14447	GS2-015-3
SH14448	SH14448	GS2-015-3
SH14449	SH14449	GS2-015-3
SH14450	SH14450	GS2-015-3
SH14451	SH14451	GS2-015-3
SH14452	SH14452	GS2-015-3
SH14453	SH14453	GS2-015-3
SH14454	SH14454	GS2-015-3
SH14456	SH14456	GS2-015-3
SH14457	SH14457	GS2-016-3
SH14460	SH14460	GS2-016-3
SH14461	SH14461	GS2-016-3
SH14462	SH14462	GS2-016-3
SH14463	SH14463	GS2-016-3
SH14465	SH14465	GS2-016-3
SH14466	SH14466	GS2-016-3
SH14467	SH14467	GS2-016-3
SH14468	SH14468	GS2-016-3
SH14469	SH14469	GS2-016-3
SH14470	SH14470	GS2-016-3
SH14471	SH14471	GS2-016-3
SH14472	SH14472	GS2-016-3
SH14473	SH14473	GS2-016-3
SH14474	SH14474	GS2-016-3
SH14475	SH14475	GS2-016-3
SH14476	SH14476	GS2-016-3
SH14477	SH14477	GS2-016-3
SH14478	SH14478	GS2-016-3
SH14479	SH14479	GS2-016-3
SH14480	SH14480	GS2-016-3
SH14481	SH14481	GS2-016-3
SH14482	SH14482	GS2-016-3
SH14483	SH14483	GS2-016-3
SH14484	SH14484	GS2-016-3
SH14485	SH14485	GS2-016-3
SH14486	SH14486	GS2-016-3
SH14487	SH14487	GS2-016-3
SH14488	SH14488	GS2-016-3
SH14489	SH14489	GS2-016-3
SH14490	SH14490	GS2-016-3
SH14491	SH14491	GS2-016-3
SH14492	SH14492	GS2-016-3
SH14493	SH14493	GS2-016-3
SH14494	SH14494	GS2-016-3
SH14495	SH14495	GS2-016-3
SH14496	SH14496	GS2-016-3
SH14497	SH14497	GS2-016-3
SH14498	SH14498	GS2-016-3
SH14500	SH14500	GS2-016-3
SH14501	SH14501	GS2-016-3
SH14504	SH14504	GS2-016-3
SH14506	SH14506	GS2-016-3
SH14508	SH14508	GS2-016-3
SH14509	SH14509	GS2-016-3
SH14510	SH14510	GS2-016-3
SH14513	SH14513	GS2-016-3
SH14514	SH14514	GS2-016-3
SH14517	SH14517	GS2-016-3
SH14518	SH14518	GS2-016-3
SH14519	SH14519	GS2-016-3
SH14520	SH14520	GS2-016-3
SH14522	SH14522	GS2-016-3
SH14523	SH14523	GS2-016-3
SH14524	SH14524	GS2-016-3
SH14525	SH14525	GS2-016-3
SH14527	SH14527	GS2-016-3
SH14528	SH14528	GS2-016-3
SH14530	SH14530	GS2-016-3
SH14531	SH14531	GS2-016-3
SH14532	SH14532	GS2-016-3
SH14533	SH14533	GS2-016-3
SH14534	SH14534	GS2-016-3
SH14535	SH14535	GS2-016-3
SH14536	SH14536	GS2-016-3
SH14537	SH14537	GS2-016-3
SH14538	SH14538	GS2-016-3
SH14539	SH14539	GS2-016-3
SH14540	SH14540	GS2-016-3
SH14541	SH14541	GS2-016-3
SH14543	SH14543	GS2-016-3
SH14544	SH14544	GS2-016-3
SH14545	SH14545	GS2-016-3
SH14561	SH14561	GS2-016-3
SH14562	SH14562	GS2-016-3
SH14563	SH14563	GS2-016-3
SH14564	SH14564	GS2-016-3
SH14565	SH14565	GS2-016-3
SH14566	SH14566	GS2-016-3
SH14567	SH14567	GS2-016-3
SH14568	SH14568	GS2-016-3
SH14569	SH14569	GS2-016-3
SH14572	SH14572	GS2-016-3
SH14573	SH14573	GS2-016-3
SH14574	SH14574	GS2-016-3
SH14575	SH14575	GS2-016-3
SH14576	SH14576	GS2-016-3
SH14578	SH14578	GS2-016-3
SH14579	SH14579	GS2-016-3
SH14580	SH14580	GS2-016-3
SH14581	SH14581	GS2-016-3
SH14582	SH14582	GS2-016-3
SH14583	SH14583	GS2-016-3
SH14584	SH14584	GS2-016-3
SH14586	SH14586	GS2-016-3
SH14587	SH14587	GS2-016-3
SH14588	SH14588	GS2-016-3
SH14590	SH14590	GS2-016-3
SH14591	SH14591	GS2-016-3
SH14592	SH14592	GS2-016-3
SH14593	SH14593	GS2-016-3
SH14594	SH14594	GS2-016-3
SH14595	SH14595	GS2-016-3
SH14596	SH14596	GS2-016-3
SH14597	SH14597	GS2-016-3
SH14598	SH14598	GS2-016-3
SH14599	SH14599	GS2-016-3
SH14601	SH14601	GS2-016-3
SH14603	SH14603	GS2-016-3
SH14604	SH14604	GS2-016-3
SH14605	SH14605	GS2-016-3
SH14606	SH14606	GS2-016-3
SH14607	SH14607	GS2-016-3
SH14608	SH14608	GS2-016-3
SH14609	SH14609	GS2-016-3
SH14610	SH14610	GS2-016-3
SH14611	SH14611	GS2-016-3
SH14612	SH14612	GS2-016-3
SH14613	SH14613	GS2-016-3
SH14615	SH14615	GS2-016-3
SH14616	SH14616	GS2-016-3
SH14617	SH14617	GS2-016-3
SH14618	SH14618	GS2-016-3
SH14619	SH14619	GS2-016-3
SH14620	SH14620	GS2-016-3
